icd10,icd9
F317,2967
F318,2967
F319,2967
F320,29621
F321,29622
F322,29623
F323,29624
F328,29682
F329,311
F330,29631
F331,29632
F332,29633
F333,29634
F334,29636
F338,29630
F339,29630
F340,30113
F341,3004
F348,29699
F349,29690
F380,29689
F381,29682
F388,29699
F39,29690
F4000,30022
F4001,30021
F401,30023
F402,30029
F408,30029
F409,30020
F410,30001
F411,30002
F412,3004
F413,30009
F418,30009
F419,30000
F420,3003
F421,3003
F422,3003
F428,3003
F429,3003
F430,3083
F431,3083
F432,30929
F438,3083
F439,3089
F440,30012
F441,30013
F442,30015
F443,30019
F444,30015
F445,30015
F446,30015
F447,30011
F4480,30016
F4481,30014
F4482,30015
F4488,30019
F449,30015
F450,30081
F451,3009
F452,3007
F4530,3069
F4531,3062
F4532,3064
F4533,3064
F4534,3061
F4535,30650
F4538,3068
F4539,3068
F454,30780
F458,30789
F459,3069
F480,3005
F481,3006
F488,30089
F489,3009
F500,3071
F501,30759
F502,30751
F503,30759
F504,30759
F505,30754
F508,30759
F509,30750
F510,30741
F511,30744
F512,30745
F513,30746
F514,30746
F515,30747
F518,30747
F519,30740
F520,30271
F521,30272
F522,30272
F523,30273
F524,30275
F525,30651
F526,30276
F527,30289
F528,30279
F529,30270
F530,64844
F531,64844
F538,64844
F539,64844
F54,316
F550,30580
F551,30590
F552,30590
F553,30590
F554,30590
F555,30590
F556,30590
F558,30590
F559,30590
F59,3069
F600,3010
F601,30120
F602,3017
F6030,3013
F6031,30183
F604,30150
F605,3014
F606,30182
F607,3016
F608,30189
F609,3019
F61,30189
F620,30189
F621,30189
F628,30189
F629,30189
F630,31231
F631,31233
F632,31232
F633,31239
F638,31239
F639,31230
F640,30250
F641,3023
F642,3026
F648,30289
F649,3026
F650,30281
F651,3023
F652,3024
F653,30282
F654,3022
F655,30283
F656,30289
F658,30289
F659,3029
F660,30289
F661,30289
F662,30289
F668,30289
F669,3029
F680,30019
F681,30151
F688,30189
F69,3019
F700,317
F701,317
F708,317
F709,317
F710,3180
F711,3180
F718,3180
F719,3180
F720,3181
F721,3181
F728,3181
F729,3181
F730,3182
F731,3182
F738,3182
F739,3182
F780,319
F781,319
F788,319
F789,319
F790,319
F791,319
F798,319
F799,319
F800,31539
F801,31531
F802,31531
F803,31531
F808,31539
F809,3159
F810,31500
F811,31509
F812,3151
F813,3152
F818,3152
F819,3152
F82,3154
F83,3155
F840,29900
F841,29980
F842,3308
F843,29910
F844,29980
F845,29990
F848,29980
F849,29990
F88,3158
F89,3159
F900,31400
F901,3142
F908,3148
F909,3149
F910,31289
F911,31200
F912,31220
F913,31289
F918,31289
F919,3129
F920,3124
F928,3124
F929,3124
F930,30921
F931,3130
F932,3130
F933,3133
F938,31389
F939,3139
F940,30983
F941,31322
F942,31322
F948,31389
F949,3139
F950,30721
F951,30722
F952,30723
F958,30720
F959,30720
F980,3076
F981,3077
F982,30759
F983,30752
F984,3073
F985,3070
F986,3070
F988,3079
F989,3079
F99,3009
G000,3200
G001,3201
G002,3202
G003,3203
G008,32089
G009,3209
G01,3207
G020,3212
G021,3211
G028,3213
G030,3220
G031,3222
G032,3229
G038,3229
G039,3229
G040,3235
G041,34411
G042,3238
G048,3238
G049,3238
G050,3207
G051,3230
G052,3232
G058,3234
G060,3240
G061,3241
G062,3249
G07,3240
G08,325
G09,326
G10,3334
G110,3343
G111,3342
G112,3343
G113,3343
G114,3341
G118,3342
G119,3342
G120,3350
G121,33511
G122,33529
G128,33519
G129,33510
G130,3599
G131,3483
G132,3317
G138,3317
G20,3320
G210,33392
G211,33211
G212,33212
G213,33213
G218,33218
G219,33219
G22,33218
G230,3330
G231,3330
G232,3330
G238,3330
G239,3330
G240,3337
G241,3336
G242,3336
G243,33383
G244,33382
G245,33381
G248,33389
G249,33389
G250,3331
G251,3331
G252,3331
G253,3332
G254,3335
G255,3335
G256,3333
G258,33399
G259,33390
G26,33399
G300,3310
G301,3310
G308,3310
G309,3310
G310,3311
G311,3312
G312,3317
G3181,3304
G3188,3308
G319,3319
G320,3362
G328,3302
G35,340
G360,3410
G361,3418
G368,3418
G369,3418
G370,3411
G371,3418
G372,3418
G373,3418
G374,3418
G375,3411
G378,3418
G379,3419
G400,34500
G401,34550
G402,34540
G403,34510
G404,34560
G405,34570
G406,34510
G407,34500
G408,34580
G409,34590
G410,3453
G411,3452
G412,34570
G418,3453
G419,3453
G430,34610
G431,34600
G432,34680
G433,34680
G438,34680
G439,34690
G440,34620
G441,34690
G442,30781
G443,30781
G444,7840
G448,7840
G450,4353
G451,4358
G452,4358
G453,36234
G454,4377
G458,4358
G459,4359
G460,4358
G461,4358
G462,4358
G463,436
G464,436
G465,4378
G466,4378
G467,4378
G468,4378
G470,78059
G471,78054
G472,78055
G473,78051
G474,347
G478,78059
G479,78050
G500,3501
G501,3502
G508,3508
G509,3509
G510,3510
G511,3511
G512,3518
G513,3518
G514,3518
G518,3518
G519,3519
G520,3520
G521,3522
G522,3523
G523,3525
G527,3526
G528,3524
G529,3529
G530,3508
G531,3526
G532,3526
G533,3526
G538,3529
G540,3530
G541,3531
G542,3532
G543,3533
G544,3534
G545,3535
G546,3536
G547,3536
G548,3538
G549,3539
G550,3539
G551,3531
G552,3531
G553,3538
G558,3539
G560,3540
G561,3541
G562,3542
G563,3543
G564,3544
G568,3548
G569,3549
G570,3550
G571,3551
G572,3552
G573,3553
G574,3554
G575,3555
G576,3556
G578,35579
G579,3558
G580,3548
G587,3545
G588,35579
G589,3559
G590,3559
G598,3559
G600,3560
G601,3563
G602,3568
G603,3564
G608,3568
G609,3569
G610,3570
G611,3576
G618,3578
G619,3579
G620,3576
G621,3575
G622,3577
G628,3578
G629,3579
G630,3574
G631,3573
G632,3572
G633,3574
G634,3574
G635,3571
G636,3574
G638,3574
G64,3578
G700,3580
G701,3582
G702,7752
G708,3588
G709,3589
G710,3591
G711,3592
G712,3590
G713,3598
G718,3598
G719,3590
G720,3594
G721,3594
G722,3594
G723,3598
G724,3598
G728,3598
G729,3599
G730,3581
G731,3581
G732,3581
G733,3581
G734,3596
G735,3595
G736,3596
G737,3596
G800,3439
G801,3430
G802,3434
G803,3438
G804,3438
G808,3438
G809,3439
G810,34200
G811,34210
G819,34290
G8200,34411
G8201,34411
G8202,34411
G8203,34411
G8204,34411
G8205,34411
G8206,34411
G8210,34411
G8211,34411
G8212,34411
G8213,34411
G8214,34411
G8215,34411
G8216,34411
G8220,34411
G8221,34411
G8222,34411
G8223,34411
G8224,34411
G8225,34411
G8226,34411
G8230,34400
G8231,34401
G8232,34406
G8233,34401
G8234,34406
G8235,34401
G8236,34406
G8240,34400
G8241,34401
G8242,34406
G8243,34401
G8244,34406
G8245,34401
G8246,34406
G8250,34400
G8251,34401
G8252,34406
G8253,34401
G8254,34406
G8255,34401
G8256,34406
G830,3442
G831,34430
G832,34440
G833,3445
G834,34460
G838,34489
G839,3449
G900,3370
G901,7428
G902,3379
G903,3330
G908,3379
G909,3379
G910,3313
G911,3314
G912,3314
G913,3314
G918,3314
G919,3314
G92,3237
G930,3480
G931,3481
G932,3482
G933,7807
G934,3483
G935,3484
G936,3485
G937,33181
G938,3488
G939,3489
G940,3314
G941,3314
G942,3314
G948,3488
G950,3360
G951,3361
G952,3369
G958,3368
G959,3369
G960,34981
G961,3492
G968,34989
G969,3499
G970,99709
G971,3490
G972,99709
G978,99709
G979,99709
G98,3499
G990,3371
G991,3371
G992,3363
G998,34989
H000,37311
H001,3732
H010,37300
H011,37331
H018,3738
H019,3739
H020,37400
H021,37410
H022,37420
H023,37434
H024,37430
H025,37441
H026,37451
H027,37456
H028,37489
H029,3749
H030,3736
H031,3734
H038,3735
H040,37500
H041,37511
H042,37520
H043,37530
H044,37541
H045,37551
H046,37569
H048,37589
H049,3759
H050,37601
H051,37610
H052,37630
H053,37640
H054,37650
H055,3766
H058,37689
H059,3769
H060,37589
H061,37613
H062,37621
H063,37689
H100,37203
H101,37205
H102,37201
H103,37200
H104,37210
H105,37220
H108,37239
H109,37230
H110,37240
H111,37250
H112,37264
H113,37272
H114,37271
H118,3728
H119,3729
H130,37215
H131,37231
H132,37239
H133,69461
H138,37239
H150,37900
H151,37901
H158,37919
H159,37919
H160,37000
H161,37020
H162,37031
H163,37059
H164,37060
H168,3708
H169,3709
H170,37104
H171,37103
H178,37101
H179,37100
H180,37110
H181,37123
H182,37120
H183,37130
H184,37140
H185,37150
H186,37160
H187,37170
H188,37189
H189,3719
H190,37909
H191,05442
H192,05321
H193,7102
H198,37160
H200,36400
H201,36410
H202,36423
H208,36421
H209,3643
H210,36441
H211,36442
H212,36451
H213,36460
H214,36474
H215,36470
H218,3648
H219,3649
H220,36403
H221,36404
H228,3648
H250,36612
H251,36616
H252,36618
H258,36619
H259,36610
H260,36600
H261,36620
H262,36630
H263,36645
H264,36650
H268,3668
H269,3669
H270,37931
H271,37932
H278,37939
H279,37939
H280,36641
H281,36644
H282,36644
H288,37939
H300,36300
H301,36310
H302,36321
H308,36322
H309,36320
H310,36330
H311,36340
H312,36350
H313,36361
H314,36370
H318,3638
H319,3639
H320,09483
H328,36313
H330,36100
H331,36110
H332,3612
H333,36130
H334,36181
H335,36189
H340,36234
H341,36231
H342,36232
H348,36235
H349,36230
H350,36210
H351,36221
H352,36229
H353,36250
H354,36260
H355,36270
H356,36281
H357,36240
H358,36289
H359,3629
H360,36201
H368,36213
H400,36500
H401,36510
H402,36520
H403,36565
H404,36562
H405,36551
H406,36531
H408,36589
H409,3659
H420,27731
H428,36541
H430,37926
H431,37923
H432,37922
H433,37924
H438,37929
H439,37929
H440,36000
H441,36019
H442,36021
H443,36029
H444,36030
H445,36040
H446,36050
H447,36060
H448,36089
H449,3609
H450,37923
H451,36013
H458,37929
H46,37730
H470,37749
H471,37700
H472,37710
H473,37721
H474,37751
H475,37761
H476,37771
H477,3779
H480,37710
H481,37730
H488,37749
H490,37851
H491,37853
H492,37854
H493,37856
H494,37872
H498,37855
H499,37850
H500,37800
H501,37810
H502,37831
H503,37820
H504,37830
H505,37840
H506,37860
H508,37873
H509,3789
H510,37881
H511,37883
H512,37886
H518,37882
H519,3789
H520,3670
H521,3671
H522,36720
H523,36731
H524,3674
H525,36751
H526,36789
H527,3679
H530,36800
H531,36810
H532,3682
H533,36830
H534,36840
H535,36859
H536,36860
H538,3688
H539,3689
H540,36900
H541,36910
H542,36920
H543,3693
H544,36960
H545,36970
H546,3698
H547,3699
H55,37950
H570,37940
H571,37991
H578,3798
H579,37990
H580,09489
H581,3688
H588,3798
H590,99799
H598,36330
H599,99799
H600,38010
H601,38010
H602,38014
H603,38011
H604,38021
H605,38022
H608,38023
H609,38010
H610,38000
H611,38030
H612,3804
H613,38050
H618,38089
H619,3809
H620,38013
H621,05371
H622,38015
H623,38013
H624,38013
H628,38089
H650,38101
H651,38100
H652,38110
H653,38120
H654,3813
H659,3814
H660,38200
H661,3821
H662,3822
H663,3823
H664,3824
H669,3829
H670,38202
H671,38202
H678,38202
H680,38150
H681,38160
H690,3817
H698,38189
H699,3819
H700,38300
H701,3831
H702,38320
H708,38389
H709,3839
H71,38530
H720,38421
H721,38422
H722,38423
H728,38424
H729,38420
H730,38400
H731,3841
H738,38481
H739,3849
H740,38500
H741,38510
H742,38523
H743,38521
H744,38530
H748,38589
H749,3859
H750,01560
H758,38589
H800,3870
H801,3871
H802,3872
H808,3878
H809,3879
H810,38600
H811,38611
H812,38612
H813,38619
H814,3862
H818,3869
H819,3869
H82,3869
H830,38630
H831,38640
H832,38650
H833,38810
H838,3888
H839,3889
H900,38900
H901,38901
H902,38900
H903,38911
H904,38911
H905,38910
H906,3892
H907,3892
H908,3892
H910,3898
H911,38801
H912,3882
H913,3897
H918,3898
H919,3899
H920,38870
H921,38860
H922,38869
H930,38800
H931,38830
H932,38840
H933,3885
H938,3888
H939,3889
H940,3885
H948,3888
H950,38332
H951,38330
H958,3888
H959,99799
I00,390
I010,3910
I011,3911
I012,3912
I018,3918
I019,3919
I020,3920
I029,3929
I050,3940
I051,3941
I052,3942
I058,3949
I059,3949
I060,3950
I061,3951
I062,3952
I068,3959
I069,3959
I070,3970
I071,3970
I072,3970
I078,3970
I079,3970
I080,3969
I081,3949
I082,3970
I083,3969
I088,3969
I089,3969
I090,3980
I091,3979
I092,393
I098,39899
I099,39890
I10,4019
I110,40291
I119,40290
I120,40391
I129,40390
I130,40491
I131,40492
I132,40493
I139,40490
I150,40591
I151,40592
I152,40599
I158,40599
I159,40599
I200,4111
I201,4131
I208,4139
I209,4139
I210,41011
I211,41041
I212,41081
I213,41091
I214,41071
I219,41091
I220,41011
I221,41041
I228,41081
I229,41091
I230,4230
I231,42971
I232,42971
I233,42979
I234,4295
I235,4296
I236,42979
I238,42979
I240,41181
I241,4110
I248,41189
I249,41189
I250,4292
I2510,41400
I2511,41401
I2512,41402
I2513,41403
I252,412
I253,41419
I254,41411
I255,4148
I256,4148
I258,4148
I259,4149
I260,41519
I268,41511
I269,41519
I270,4160
I271,4161
I278,4168
I279,4169
I280,4170
I281,4171
I288,4178
I289,4179
I300,42091
I301,42099
I308,42099
I309,42090
I310,4231
I311,4232
I312,4230
I313,4239
I318,4238
I319,4239
I320,4200
I321,4200
I328,4200
I330,4210
I339,4219
I340,4240
I341,4240
I342,4240
I348,4240
I349,4240
I350,4241
I351,4241
I352,4241
I358,4241
I359,4241
I360,4242
I361,4242
I362,4242
I368,4242
I369,4242
I370,4243
I371,4243
I372,4243
I378,4243
I379,4243
I38,42490
I390,42491
I391,42491
I392,42491
I393,42491
I394,42491
I398,42491
I400,42292
I401,42291
I408,42299
I409,42290
I410,4220
I411,4220
I412,4220
I418,4220
I420,4254
I421,4251
I422,4254
I423,4250
I424,4253
I425,4254
I426,4255
I427,4254
I428,4254
I429,4259
I430,4258
I431,4257
I432,4257
I438,4258
I440,42611
I441,42612
I442,4260
I443,42610
I444,4262
I445,4262
I446,4263
I447,4263
I450,4264
I451,4264
I452,42653
I453,42654
I454,42650
I455,4266
I456,4267
I458,42689
I459,4269
I460,4275
I461,4275
I469,4275
I470,42789
I471,4270
I472,4271
I479,4272
I48,42731
I490,42741
I491,42761
I492,42769
I493,42769
I494,42769
I495,42781
I498,42789
I499,4279
I500,4280
I501,4281
I509,4289
I510,42971
I511,4295
I512,4296
I513,42979
I514,4290
I515,4291
I516,4292
I517,4293
I518,42989
I519,4299
I520,42989
I521,42989
I528,42989
I600,430
I601,430
I602,430
I603,430
I604,430
I605,430
I606,430
I607,430
I608,430
I609,430
I610,431
I611,431
I612,431
I613,431
I614,431
I615,431
I616,431
I618,431
I619,431
I620,4321
I621,4320
I629,4329
I630,43391
I631,43391
I632,43391
I633,43401
I634,43411
I635,43491
I636,4376
I638,43491
I639,43491
I64,436
I650,43320
I651,43300
I652,43310
I653,43330
I658,43380
I659,43390
I660,43490
I661,43490
I662,43490
I663,43380
I664,43400
I668,43400
I669,43490
I670,4379
I671,4373
I672,4370
I673,0463
I674,4372
I675,4375
I676,4376
I677,4374
I678,4371
I679,4379
I680,27739
I681,4374
I682,4374
I688,4378
I690,438
I691,438
I692,438
I693,438
I694,438
I698,438
I700,4400
I701,4401
I7020,44020
I7021,44021
I7022,44022
I7023,44023
I7024,44024
I708,4408
I709,4409
I7100,44100
I7101,44101
I7102,44102
I7103,44103
I711,4411
I712,4412
I713,4413
I714,4414
I715,4416
I716,4417
I718,4415
I719,4419
I720,44281
I721,4420
I722,4421
I723,4422
I724,4423
I728,44289
I729,4429
I730,4430
I731,4431
I738,44389
I739,4439
I740,4440
I741,4441
I742,44421
I743,44422
I744,44422
I745,44481
I748,44489
I749,4449
I770,4470
I771,4471
I772,4472
I773,4478
I774,4474
I775,4475
I776,4476
I778,4478
I779,4479
I780,4480
I781,4481
I788,4489
I789,4489
I790,4419
I791,4476
I792,44381
I798,4478
I800,4510
I801,45111
I802,45119
I803,4512
I808,45189
I809,4519
I81,452
I820,4530
I821,4531
I822,4532
I823,4533
I828,4538
I829,4539
I830,4540
I831,4541
I832,4542
I839,4549
I840,4551
I841,4552
I842,4550
I843,4554
I844,4555
I845,4553
I846,4559
I847,4557
I848,4558
I849,4556
I850,4560
I859,4561
I860,4563
I861,4564
I862,4565
I863,4566
I864,4568
I868,4568
I870,4591
I871,4592
I872,45981
I878,45989
I879,4599
I880,2892
I881,2891
I888,2893
I889,2893
I890,4571
I891,4572
I898,4578
I899,4579
I950,4589
I951,4580
I952,4589
I958,4581
I959,4589
I970,4294
I971,4294
I972,4570
I978,9972
I979,9971
I980,0939
I981,4292
I9820,45621
I9821,45620
I988,45989
I99,4599
J00,460
J010,4610
J011,4611
J012,4612
J013,4613
J014,4618
J018,4618
J019,4619
J020,0340
J028,462
J029,462
J030,0340
J038,463
J039,463
J040,4640
J041,46410
J042,46420
J050,46421
J051,46430
J060,4650
J068,4658
J069,4659
J100,4870
J101,4871
J108,4878
J110,4870
J111,4871
J118,4878
J120,4800
J121,4801
J122,4802
J128,4808
J129,4809
J13,481
J14,4822
J150,4820
J151,4821
J152,4824
J153,48232
J154,48239
J155,48282
J156,48283
J157,4830
J158,48289
J159,4829
J160,07888
J168,4838
J170,4848
J171,4848
J172,4847
J173,4848
J178,4848
J180,485
J181,481
J182,514
J188,486
J189,486
J200,4660
J201,4660
J202,4660
J203,4660
J204,4660
J205,4660
J206,4660
J207,4660
J208,4660
J209,4660
J210,4661
J218,4661
J219,4661
J22,5198
J300,4779
J301,4770
J302,4779
J303,4778
J304,4779
J310,4720
J311,4722
J312,4721
J320,4730
J321,4731
J322,4732
J323,4733
J324,4738
J328,4738
J329,4739
J330,4710
J331,4711
J338,4718
J339,4719
J340,4781
J341,4781
J342,470
J343,4780
J348,4781
J350,4740
J351,47411
J352,47412
J353,47410
J358,4748
J359,4749
J36,475
J370,4760
J371,4761
J3800,47830
J3801,47831
J3802,47832
J3803,47833
J381,4784
J382,4785
J383,4785
J384,4786
J385,47875
J386,47874
J387,47879
J390,47822
J391,47829
J392,47829
J393,4788
J398,4789
J399,4789
J40,490
J410,4910
J411,4911
J418,4918
J42,4919
J430,4928
J431,4928
J432,4928
J438,4928
J439,4928
J440,49121
J441,49121
J448,496
J449,496
J450,49300
J451,49310
J458,49300
J459,49390
J46,49301
J47,494
J60,500
J61,501
J620,502
J628,502
J630,503
J631,503
J632,503
J633,503
J634,503
J635,503
J638,503
J64,505
J65,505
J660,504
J661,504
J662,504
J668,504
J670,4950
J671,4951
J672,4952
J673,4953
J674,4954
J675,4955
J676,4956
J677,4957
J678,4958
J679,4959
J680,5060
J681,5061
J682,5062
J683,5063
J684,5064
J688,5064
J689,5069
J690,5070
J691,5071
J698,5078
J700,5080
J701,5081
J702,5088
J703,5088
J704,5088
J708,5088
J709,5089
J80,51882
J81,5184
J82,5183
J840,5160
J841,5163
J848,5168
J849,5169
J850,5130
J851,5130
J852,5130
J853,5131
J860,5100
J869,5109
J90,5119
J91,5111
J920,5110
J929,5110
J930,5120
J931,5128
J932,5121
J938,5128
J939,5128
J940,5118
J941,5110
J942,5118
J948,5118
J949,5119
J950,5190
J951,5185
J952,5185
J953,5185
J954,9973
J955,9973
J958,9973
J959,9973
J960,51881
J961,51881
J969,51881
J980,5191
J981,5180
J982,5181
J983,5182
J984,51889
J985,5193
J986,5194
J988,5198
J989,5199
J990,5171
J991,5172
J998,5178
K000,5200
K001,5201
K002,5202
K003,5203
K004,5204
K005,5205
K006,5206
K007,5207
K008,5208
K009,5209
K010,5206
K011,5206
K020,5210
K021,5210
K022,5210
K023,5210
K024,5210
K028,5210
K029,5210
K030,5211
K031,5212
K032,5213
K033,5214
K034,5215
K035,5216
K036,5217
K037,5217
K038,5218
K039,5219
K040,5220
K041,5221
K042,5222
K043,5223
K044,5224
K045,5226
K046,5227
K047,5225
K048,5228
K049,5229
K050,5230
K051,5231
K052,5233
K053,5234
K054,5235
K055,5238
K056,5239
K060,5232
K061,5238
K062,5238
K068,5238
K069,5239
K070,52400
K071,52410
K072,5242
K073,5243
K074,5244
K075,5245
K076,52460
K078,5248
K079,5249
K080,5250
K081,5251
K082,5252
K083,5253
K0881,5254
K0888,5258
K089,5259
K090,5260
K091,5261
K092,5262
K098,5284
K099,5284
K100,52689
K101,5263
K102,5264
K103,5265
K108,52689
K109,5269
K110,5270
K111,5271
K112,5272
K113,5273
K114,5274
K115,5275
K116,5276
K117,5277
K118,5278
K119,5279
K120,5282
K121,5280
K122,5283
K130,5285
K131,5289
K132,5286
K133,5286
K134,5289
K135,5288
K136,5289
K137,5289
K140,5290
K141,5291
K142,5292
K143,5293
K144,5294
K145,5295
K146,5296
K148,5298
K149,5299
K20,53010
K210,53011
K219,53081
K220,5300
K221,5302
K222,5303
K223,5304
K224,5305
K225,5306
K226,5307
K228,53089
K229,5309
K230,01780
K231,0862
K238,53089
K250,53100
K251,53110
K252,53120
K253,53130
K254,53140
K255,53150
K256,53160
K257,53170
K259,53190
K260,53200
K261,53210
K262,53220
K263,53230
K264,53240
K265,53250
K266,53260
K267,53270
K269,53290
K270,53300
K271,53310
K272,53320
K273,53330
K274,53340
K275,53350
K276,53360
K277,53370
K279,53390
K280,53400
K281,53410
K282,53420
K283,53430
K284,53440
K285,53450
K286,53460
K287,53470
K289,53490
K290,53501
K291,53500
K292,53530
K293,53540
K294,53510
K295,53510
K296,53540
K297,53550
K298,53560
K299,53550
K30,5368
K310,5361
K311,5370
K312,5376
K313,53781
K314,5371
K315,5373
K316,5374
K317,53784
K3181,53782
K3182,53783
K3188,53789
K319,5379
K350,5400
K351,5401
K359,5409
K36,542
K37,541
K380,5430
K381,5439
K382,5439
K383,5439
K388,5439
K389,5439
K4000,55012
K4001,55013
K4010,55002
K4011,55003
K4020,55092
K4021,55093
K4030,55010
K4031,55011
K4040,55000
K4041,55001
K4090,55090
K4091,55091
K410,55202
K411,55102
K412,55302
K413,55200
K414,55100
K419,55300
K420,5521
K421,5511
K429,5531
K430,55220
K431,55120
K439,55320
K440,5523
K441,5513
K449,5533
K450,5528
K451,5518
K458,5538
K460,5529
K461,5519
K469,5539
K500,5550
K501,5551
K508,5552
K509,5559
K510,5560
K511,5561
K512,5562
K513,5563
K514,5564
K515,5568
K518,5568
K519,5569
K520,5581
K521,5582
K522,5589
K528,5589
K529,5589
K550,5570
K551,5571
K5521,56984
K5522,56985
K558,5579
K559,5579
K560,5601
K561,5600
K562,5602
K563,56031
K564,56039
K565,56081
K566,56089
K567,5601
K5700,56200
K5701,56202
K5702,56201
K5703,56203
K5710,56200
K5711,56202
K5712,56201
K5713,56203
K5720,56210
K5721,56212
K5722,56211
K5723,56213
K5730,56210
K5731,56212
K5732,56211
K5733,56213
K5740,56200
K5741,56202
K5742,56201
K5743,56203
K5750,56200
K5751,56202
K5752,56201
K5753,56203
K5780,56210
K5781,56212
K5782,56211
K5783,56213
K5790,56210
K5791,56212
K5792,56211
K5793,56213
K580,5641
K589,5641
K590,5640
K591,5645
K592,5648
K593,5647
K594,5646
K598,5648
K599,5649
K600,5650
K601,5650
K602,5650
K603,5651
K604,5651
K605,5651
K610,566
K611,566
K612,566
K613,566
K614,566
K620,5690
K621,5690
K622,5691
K623,5691
K624,5692
K625,5693
K626,56941
K627,56943
K628,56949
K629,56949
K630,5695
K631,56983
K632,56981
K633,56982
K634,56989
K635,5690
K638,56989
K639,5699
K650,5672
K658,5678
K659,5679
K660,5680
K661,56881
K668,56889
K669,5689
K670,5670
K671,09886
K672,0952
K673,5670
K678,5670
K700,5710
K701,5711
K702,5712
K703,5712
K704,5713
K709,5713
K710,5733
K711,5733
K712,5733
K713,5733
K714,5733
K715,5733
K716,5733
K717,5715
K718,5733
K719,5733
K720,570
K721,5728
K729,5728
K730,57141
K731,57149
K732,57149
K738,57149
K739,57140
K740,5715
K741,5719
K742,5715
K743,5716
K744,5716
K745,5716
K746,5715
K750,5720
K751,5721
K752,5733
K753,5733
K758,5733
K759,5733
K760,5718
K761,5730
K762,570
K763,5734
K764,5733
K765,5738
K766,5723
K767,5724
K768,5738
K769,5739
K770,5731
K778,5732
K8000,57400
K8001,57401
K8010,57410
K8011,57411
K8020,57420
K8021,57421
K8030,57450
K8031,57451
K8040,57440
K8041,57441
K8050,57450
K8051,57451
K8080,57450
K8081,57451
K810,5750
K811,5751
K818,5751
K819,5751
K820,5752
K821,5753
K822,5754
K823,5755
K824,5756
K828,5758
K829,5759
K830,5761
K831,5762
K832,5763
K833,5764
K834,5765
K835,5768
K838,5768
K839,5769
K85,5770
K860,5771
K861,5771
K862,5772
K863,5772
K868,5778
